target_id	length	eff_length	est_counts	tpm
Pn1.1	426	209.006	0	0
Pn1.2	237	59.3838	5	3.41949
Pn1.3	540	318.147	0	0
Pn1.4	264	76.9152	7	3.69611
Pn1.5	1026	803.033	280.767	14.1995
Pn1.6	1884	1661.03	32	0.782404
Pn1.7	2301	2078.03	875	17.1007
Pn1.8	411	195.319	6	1.24758
Pn1.9	253	69.4883	20	11.689
Pn1.10	231	55.6442	0	0
Pn1.11	2217	1994.03	398	8.10606
Pn1.12	1326	1103.03	61	2.24595
Pn1.13	1617	1394.03	15	0.436996
Pn1.14	981	758.033	645	34.5566
Pn1.15	738	515.196	11	0.86712
Pn1.16	477	257.142	1	0.157938
Pn1.17	204	40.2266	4	4.03837
Pn1.18	441	222.888	0	0
Pn1.19	3099	2876.03	219	3.0925
Pn1.20	1023	800.033	653	33.1485
Pn1.21	375	163.273	14	3.48236
Pn1.22	1014	791.033	320	16.4291
Pn1.23	366	155.604	0	0
Pn1.24	4242	4019.03	1643.41	16.6067
Pn1.25	1305	1082.03	0	0
Pn1.26	624	401.523	0	0
Pn1.27	456	237.077	0	0
Pn1.28	219	48.5602	0	0
Pn1.29	1473	1250.03	652	21.1829
Pn1.30	243	63.1716	10	6.42891
Pn1.31	1275	1052.03	97	3.74457
Pn1.32	3570	3347.03	358	4.34393
Pn1.33	570	347.794	0	0
Pn1.34	1461	1238.03	170	5.57668
Pn1.35	3357	3134.03	438.926	5.68784
Pn1.36	408	192.601	0	0
Pn1.37	3663	3440.03	367.952	4.34398
Pn1.38	3300	3077.03	1273.14	16.8036
Pn1.39	210	43.5482	0	0
Pn1.40	909	686.096	369	21.8424
Pn1.41	381	168.57	6	1.44554
Pn1.42	1176	953.033	37	1.57671
Pn1.43	573	350.774	1	0.11578
Pn1.44	1173	950.033	147	6.28402
Pn1.45	1002	779.033	0	0
Pn1.46	894	671.096	124.919	7.55967
Pn1.47	438	220.047	0	0
Pn1.48	270	81.0799	0	0
Pn1.49	1947	1724.03	195	4.59355
Pn1.50	618	395.534	0	0
Pn1.51	279	87.4077	12	5.57559
Pn1.52	2499	2276.03	45	0.802959
Pn1.53	757	534.15	1	0.0760319
Pn1.54	1083	860.033	393	18.5582
Pn1.55	228	53.8717	0	0
Pn1.56	1017	794.033	369	18.8733
Pn1.57	516	294.734	36.8636	5.07957
Pn1.58	1938	1715.03	17.4932	0.414245
Pn1.59	543	321.109	0	0
Pn1.60	939	716.055	2	0.113434
Pn1.61	360	150.533	0	0
Pn1.62	1395	1172.03	897.53	31.1006
Pn1.63	1185	962.033	8.12043	0.342806
Pn1.64	2139	1916.03	370	7.84256
Pn1.65	1104	881.033	260.519	12.009
Pn1.66	555	332.955	45	5.48892
Pn1.67	1266	1043.03	54.4615	2.12056
Pn1.68	276	85.1941	0	0
Pn1.69	2910	2687.03	192.055	2.90277
Pn1.70	672	449.323	0	0
Pn1.71	393	179.144	0	0
Pn1.72	981	758.033	3103.42	166.269
Pn1.73	519	297.681	19.9329	2.71943
Pn1.74	1041	818.033	127.23	6.31653
Pn1.75	840	617.133	5	0.329041
Pn1.76	768	545.15	226	16.8365
Pn1.77	498	277.276	123.793	18.1319
Pn1.78	1200	977.033	25.8395	1.07407
Pn1.79	420	203.566	6.39293	1.27543
Pn1.80	2490	2267.03	1553.28	27.826
Pn1.81	300	102.754	0	0
Pn1.82	312	111.875	1	0.363016
Pn1.83	933	710.055	380.344	21.7543
Pn1.84	1395	1172.03	538.41	18.6566
Pn1.85	219	48.5602	0	0
Pn1.86	747	524.166	43.5	3.37039
Pn1.87	2313	2090.03	266.681	5.182
Pn1.88	2991	2768.03	352.523	5.1722
Pn1.89	801	578.15	6	0.421473
Pn1.90	579	356.742	2031	231.214
Pn1.91	708	485.24	3	0.251087
Pn1.92	579	356.742	5	0.569213
Pn1.93	1665	1442.03	66.7317	1.87939
Pn1.94	237	59.3838	2	1.3678
Pn1.95	570	347.794	289.994	33.863
Pn1.96	336	130.717	69	21.4377
Pn1.97	864	641.096	26.5206	1.68004
Pn1.98	237	59.3838	1	0.683899
Pn1.99	2376	2153.03	92.6774	1.74817
Pn1.100	1983	1760.03	38.95	0.898765
Pn1.101	972	749.033	27.165	1.47288
Pn1.102	822	599.133	416.893	28.2593
Pn1.103	1452	1229.03	13.7311	0.453734
Pn1.104	294	98.2086	1.43918	0.595147
Pn1.105	426	209.006	2.85714	0.555178
Pn1.106	486	265.693	112.428	17.1852
Pn1.107	1854	1631.03	516.072	12.8501
Pn1.108	615	392.534	2	0.206924
Pn1.109	1626	1403.03	105.409	3.0512
Pn1.110	843	620.115	6219.61	407.333
Pn1.111	702	479.24	8	0.677948
Pn1.112	474	254.257	68.9156	11.0079
Pn1.113	3627	3404.03	704.453	8.40461
Pn1.114	612	389.546	0	0
Pn1.115	300	102.754	2.17879	0.861146
Pn1.116	921	698.076	338.853	19.7137
Pn1.117	960	737.033	209	11.5164
Pn1.118	1167	944.033	215.606	9.27539
Pn1.119	915	692.096	0	0
Pn1.120	2652	2429.03	1207.23	20.1844
Pn1.121	759	536.15	429.47	32.5316
Pn1.122	624	401.523	84.2898	8.52559
Pn1.123	1506	1283.03	95.1199	3.01088
Pn1.124	1497	1274.03	89.6807	2.85876
Pn1.125	474	254.257	0	0
Pn1.126	603	380.58	66.1442	7.05838
Pn1.127	219	48.5602	52.6912	44.0674
Pn1.128	1371	1148.03	21.25	0.751733
Pn1.129	477	257.142	18.0247	2.84678
Pn1.130	750	527.166	0	0
Pn1.131	204	40.2266	0	0
Pn1.132	342	135.654	0	0
Pn1.133	504	283.118	516.25	74.0545
Pn1.134	1278	1055.03	281.054	10.8189
Pn1.135	498	277.276	34	4.97997
Pn1.136	2889	2666.03	140.605	2.14188
Pn1.137	1929	1706.03	323.329	7.69691
Pn1.138	1437	1214.03	260.509	8.71467
Pn1.139	660	437.375	0	0
Pn1.140	2586	2363.03	495.977	8.52415
Pn1.141	1194	971.033	56.4857	2.36245
Pn1.142	582	359.689	4.5	0.508094
Pn1.143	594	371.646	133.277	14.5642
Pn1.144	885	662.096	25.0773	1.53822
Pn1.145	207	41.9097	0	0
Pn1.146	3408	3185.03	86.6528	1.10491
Pn1.147	498	277.276	921.995	135.044
Pn1.148	1119	896.033	448.737	20.3389
Pn1.149	516	294.734	20.3385	2.80252
Pn1.150	1962	1739.03	20.5068	0.478904
Pn1.151	1116	893.033	0	0
Pn1.152	360	150.533	0	0
Pn1.153	1395	1172.03	638.47	22.1238
Pn1.154	1563	1340.03	8.87957	0.269114
Pn1.155	483	262.818	36	5.56297
Pn1.156	381	168.57	12.2735	2.95697
Pn1.157	2064	1841.03	280.978	6.19826
Pn1.158	555	332.955	57	6.95263
Pn1.159	1266	1043.03	63.5385	2.47399
Pn1.160	705	482.24	0	0
Pn1.161	2886	2663.03	227.945	3.47626
Pn1.162	978	755.033	4202.58	226.053
Pn1.163	519	297.681	310.067	42.3022
Pn1.164	1056	833.033	285.77	13.932
Pn1.165	912	689.096	0	0
Pn1.166	522	300.584	0	0
Pn1.167	270	81.0799	0	0
Pn1.168	504	283.118	58.2071	8.34963
Pn1.169	1176	953.033	6.16054	0.262525
Pn1.170	2490	2267.03	1599.72	28.658
Pn1.171	300	102.754	0	0
Pn1.172	321	118.78	1	0.341912
Pn1.173	933	710.055	575.656	32.9254
Pn1.174	408	192.601	0	0
Pn1.175	1395	1172.03	590.59	20.4647
Pn1.176	747	524.166	43.5	3.37039
Pn1.177	2313	2090.03	291.319	5.66077
Pn1.178	2991	2768.03	441.477	6.47733
Pn1.179	801	578.15	3	0.210737
Pn1.180	579	356.742	2031	231.214
Pn1.181	681	458.323	20	1.77222
Pn1.182	219	48.5602	2	1.67266
Pn1.183	1665	1442.03	85.2683	2.40144
Pn1.184	237	59.3838	2	1.3678
Pn1.185	570	347.794	34.0062	3.97096
