target_id	length	eff_length	est_counts	tpm
Pn1.1	426	195.201	0	0
Pn1.2	237	55.0967	21	15.0639
Pn1.3	540	300.932	1	0.131334
Pn1.4	264	71.0536	0	0
Pn1.5	1026	783.606	166.553	8.40037
Pn1.6	1884	1641.61	32	0.770417
Pn1.7	2301	2058.61	452	8.67781
Pn1.8	411	181.915	59	12.8183
Pn1.9	253	64.3224	32	19.6622
Pn1.10	231	51.6859	0	0
Pn1.11	2217	1974.61	598	11.9692
Pn1.12	1326	1083.61	227	8.2794
Pn1.13	1617	1374.61	150	4.31278
Pn1.14	981	738.606	429	22.9556
Pn1.15	738	495.884	20	1.59402
Pn1.16	477	241.309	0	0
Pn1.17	204	37.663	0	0
Pn1.18	441	208.526	0	0
Pn1.19	3099	2856.61	467	6.46117
Pn1.20	1023	780.606	246	12.4551
Pn1.21	375	151.382	18	4.69941
Pn1.22	1014	771.606	407	20.847
Pn1.23	366	144.078	0	0
Pn1.24	4242	3999.61	1971.52	19.4818
Pn1.25	1305	1062.61	2	0.0743879
Pn1.26	624	382.896	0	0
Pn1.27	456	222.085	1	0.177961
Pn1.28	219	45.0363	0	0
Pn1.29	1473	1230.61	19	0.61021
Pn1.30	243	58.3635	6446	4365.1
Pn1.31	1275	1032.61	580.818	22.2305
Pn1.32	3570	3327.61	1101.01	13.0769
Pn1.33	570	329.912	0	0
Pn1.34	1461	1218.61	432.549	14.0287
Pn1.35	3357	3114.61	466.821	5.92369
Pn1.36	408	179.255	5	1.10241
Pn1.37	3663	3420.61	395.71	4.57213
Pn1.38	3300	3057.61	4536.29	58.636
Pn1.39	210	40.5309	0	0
Pn1.40	909	666.629	648	38.4181
Pn1.41	381	156.33	70	17.697
Pn1.42	1176	933.606	984	41.6559
Pn1.43	573	332.761	1	0.118772
Pn1.44	1173	930.606	203	8.62134
Pn1.45	1002	759.606	0	0
Pn1.46	894	651.629	384.11	23.297
Pn1.47	438	205.861	0	0
Pn1.48	270	74.8949	0	0
Pn1.49	1947	1704.61	216	5.00812
Pn1.50	618	376.958	0	0
Pn1.51	279	80.7636	3.25419	1.59248
Pn1.52	2499	2256.61	55	0.963278
Pn1.53	757	514.851	5	0.383825
Pn1.54	1083	840.606	585	27.5048
Pn1.55	228	50.0247	0	0
Pn1.56	1017	774.606	510	26.0216
Pn1.57	516	277.947	24.973	3.55102
Pn1.58	1938	1695.61	49.3188	1.14956
Pn1.59	543	303.843	0	0
Pn1.60	939	696.629	78.2141	4.4374
Pn1.61	360	139.391	0	0
Pn1.62	1395	1152.61	1601.6	54.9185
Pn1.63	1185	942.606	8.82668	0.370094
Pn1.64	2139	1896.61	358	7.4602
Pn1.65	1104	861.606	148.96	6.83289
Pn1.66	555	315.386	58.8462	7.37429
Pn1.67	1266	1023.61	89.7	3.46341
Pn1.68	276	78.7481	0	0
Pn1.69	2910	2667.61	270.382	4.00591
Pn1.70	672	430.242	0	0
Pn1.71	393	166.334	0	0
Pn1.72	981	738.606	2790.69	149.328
Pn1.73	519	280.827	4.02581	0.566576
Pn1.74	1041	798.606	27.6903	1.37037
Pn1.75	840	597.692	110.805	7.32699
Pn1.76	768	525.8	156	11.726
Pn1.77	498	260.856	34.4514	5.21978
Pn1.78	1200	957.606	1	0.0412722
Pn1.79	420	189.96	48.0279	9.99257
Pn1.80	2490	2247.61	2004.24	35.2432
Pn1.81	300	94.7764	0	0
Pn1.82	312	103.152	23	8.81237
Pn1.83	933	690.629	377.452	21.6004
Pn1.84	1395	1152.61	415.707	14.2545
Pn1.85	219	45.0363	0	0
Pn1.86	747	504.851	38.5	3.01399
Pn1.87	2313	2070.61	489.467	9.34267
Pn1.88	2991	2748.61	333.485	4.79522
Pn1.89	801	558.73	14	0.990309
Pn1.90	579	338.552	111.5	13.0165
Pn1.91	708	465.992	6	0.508882
Pn1.92	579	338.552	9	1.05066
Pn1.93	1665	1422.61	276.346	7.67739
Pn1.94	237	55.0967	17.8824	12.8276
Pn1.95	570	329.912	399.042	47.8041
Pn1.96	336	120.873	72	23.5422
Pn1.97	864	621.692	60.7642	3.86293
Pn1.98	237	55.0967	4.88332	3.50296
Pn1.99	2376	2133.61	211.569	3.91907
Pn1.100	1983	1740.61	184	4.17794
Pn1.101	972	729.606	84.9333	4.60081
Pn1.102	822	579.73	251.251	17.1288
Pn1.103	1452	1209.61	72.8581	2.38056
Pn1.104	294	90.7403	5	2.17778
Pn1.105	426	195.201	11.4286	2.31396
Pn1.106	486	249.641	72.0873	11.4127
