target_id	length	eff_length	est_counts	tpm
Pn1.1	426	213.892	0	0
Pn1.2	237	58.8967	33	10.1026
Pn1.3	540	322.801	0	0
Pn1.4	264	77.6906	6	1.39249
Pn1.5	1026	807.394	563.547	12.5851
Pn1.6	1884	1665.39	95	1.02853
Pn1.7	2301	2082.39	985	8.52871
Pn1.8	411	200.275	114	10.2634
Pn1.9	253	69.7354	85	21.9774
Pn1.10	231	54.9455	0	0
Pn1.11	2217	1998.39	1419	12.803
Pn1.12	1326	1107.39	608	9.89946
Pn1.13	1617	1398.39	198	2.55297
Pn1.14	981	762.394	2799	66.1963
Pn1.15	738	519.557	41	1.42285
Pn1.16	477	261.599	7	0.482472
Pn1.17	204	39.036	11	5.08087
Pn1.18	441	227.813	2	0.158293
Pn1.19	3099	2880.39	994	6.22221
Pn1.20	1023	804.394	623	13.9646
Pn1.21	375	167.551	36	3.87404
Pn1.22	1014	795.394	805	18.2484
Pn1.23	366	159.614	0	0
Pn1.24	4242	4023.39	4471.66	20.0395
Pn1.25	1305	1086.39	0	0
Pn1.26	624	405.99	0	0
Pn1.27	456	241.886	0	0
Pn1.28	219	47.5913	1	0.378863
Pn1.29	1473	1254.39	33	0.47434
Pn1.30	243	62.9505	1117	319.937
Pn1.31	1275	1056.39	1483.4	25.3188
Pn1.32	3570	3351.39	2423.66	13.0394
Pn1.33	570	352.479	0	0
Pn1.34	1461	1242.39	952.594	13.8248
Pn1.35	3357	3138.39	963.334	5.53451
Pn1.36	408	197.54	15	1.36914
Pn1.37	3663	3444.39	786.252	4.11584
Pn1.38	3300	3081.39	9148.67	53.5329
Pn1.39	210	42.3674	0	0
Pn1.40	909	690.394	1469	38.365
Pn1.41	381	172.909	205	21.377
Pn1.42	1176	957.394	1540	29.0028
Pn1.43	573	355.443	1	0.0507271
Pn1.44	1173	954.394	266	5.02532
Pn1.45	1002	783.394	0	0
Pn1.46	894	675.417	600.509	16.0309
Pn1.47	438	225.01	1	0.0801325
Pn1.48	270	81.9661	0	0
Pn1.49	1947	1728.39	613.955	6.40477
Pn1.50	618	400.045	0	0
Pn1.51	279	88.6729	13	2.6434
Pn1.52	2499	2280.39	185	1.46276
Pn1.53	757	538.539	2	0.0669612
Pn1.54	1083	864.394	1335	27.8471
Pn1.55	228	53.0861	0	0
Pn1.56	1017	798.394	1068	24.1193
Pn1.57	516	299.214	104.127	6.27467
Pn1.58	1938	1719.39	309.717	3.24788
Pn1.59	543	325.756	1	0.05535
Pn1.60	939	720.394	149.547	3.74298
Pn1.61	360	154.496	0	0
Pn1.62	1395	1176.39	752.727	11.5371
Pn1.63	1185	966.394	13.8746	0.258868
Pn1.64	2139	1920.39	672	6.30942
Pn1.65	1104	885.394	701.222	14.28
Pn1.66	555	337.609	89.1642	4.76197
Pn1.67	1266	1047.39	168.194	2.89541
Pn1.68	276	86.3896	0	0
Pn1.69	2910	2691.39	706.706	4.73447
Pn1.70	672	453.656	0	0
Pn1.71	393	183.729	1	0.0981369
Pn1.72	981	762.394	10865.8	256.976
Pn1.73	519	302.122	131.322	7.83729
Pn1.74	1041	822.394	101.76	2.23104
Pn1.75	840	621.483	111.977	3.24871
Pn1.76	768	549.502	357	11.7141
Pn1.77	498	281.86	210.483	13.4646
Pn1.78	1200	981.394	20.273	0.372465
Pn1.79	420	208.46	109.418	9.46402
Pn1.80	2490	2271.39	6689.04	53.0984
Pn1.81	300	104.652	0	0
Pn1.82	312	114.106	55	8.69091
Pn1.83	933	714.394	823.821	20.7924
Pn1.84	1395	1176.39	929.839	14.2516
Pn1.85	219	47.5913	0	0
Pn1.86	747	528.557	65.5	2.23439
Pn1.87	2313	2094.39	1241.33	10.6866
Pn1.88	2991	2772.39	688.352	4.47678
Pn1.89	801	582.483	15.5789	0.482242
Pn1.90	579	361.406	289	14.4183
Pn1.91	708	489.592	72	2.6516
Pn1.92	579	361.406	65	3.24286
Pn1.93	1665	1446.39	485.066	6.04679
Pn1.94	237	58.8967	36.7059	11.2371
Pn1.95	570	352.479	214.969	10.9964
Pn1.96	336	133.798	346	46.627
Pn1.97	864	645.461	151.726	4.23837
Pn1.98	237	58.8967	12.7052	3.88956
Pn1.99	2376	2157.39	471.295	3.93889
Pn1.100	1983	1764.39	219.495	2.24305
Pn1.101	972	753.394	154.028	3.68626
Pn1.102	822	603.483	434.181	12.9723
Pn1.103	1452	1233.39	124.947	1.82656
Pn1.104	294	100.01	13.3785	2.41198
Pn1.105	426	213.892	25.1957	2.12393
Pn1.106	486	270.307	164.708	10.9867
Pn1.107	1854	1635.39	1019.31	11.2381
Pn1.108	615	397.059	9.69739	0.440362
Pn1.109	1626	1407.39	388.707	4.97985
Pn1.110	843	624.461	11865.5	342.602
Pn1.111	702	483.592	103.885	3.87332
Pn1.112	474	258.733	113	7.87475
Pn1.113	3627	3408.39	1408.24	7.44969
Pn1.114	612	394.099	36.0006	1.64708
Pn1.115	300	104.652	115.576	19.9127
Pn1.116	921	702.394	1290.33	33.1231
Pn1.117	960	741.394	476	11.5763
Pn1.118	1167	948.394	588.866	11.1954
Pn1.119	915	696.394	0	0
Pn1.120	2652	2433.39	1942.33	14.392
Pn1.121	759	540.521	120.442	4.01767
Pn1.122	624	405.99	87.779	3.89839
Pn1.123	1506	1287.39	51.9029	0.726926
Pn1.124	1497	1278.39	461.626	6.51081
Pn1.125	474	258.733	0	0
Pn1.126	603	385.179	149.916	7.01771
Pn1.127	219	47.5913	120.632	45.7029
Pn1.128	1371	1152.39	127.511	1.99507
Pn1.129	477	261.599	130.173	8.97214
Pn1.130	750	531.557	0	0
Pn1.131	204	39.036	0	0
Pn1.132	342	138.81	0	0
Pn1.133	504	287.636	2856.54	179.063
Pn1.134	1278	1059.39	501.966	8.54332
Pn1.135	498	281.86	125	7.99624
