target_id	length	eff_length	est_counts	tpm
Pn1.1	426	205.085	0	0
Pn1.2	237	58.1574	6	3.24541
Pn1.3	540	312.775	1	0.100575
Pn1.4	264	74.9646	5	2.09815
Pn1.5	1026	796.685	257.29	10.1592
Pn1.6	1884	1654.68	14	0.266155
Pn1.7	2301	2071.68	329	4.99568
Pn1.8	411	191.565	15	2.46319
Pn1.9	253	67.9481	16	7.40739
Pn1.10	231	54.5292	0	0
Pn1.11	2217	1987.68	1149	18.1842
Pn1.12	1326	1096.68	350	10.0394
Pn1.13	1617	1387.68	690	15.6416
Pn1.14	981	751.685	426	17.8277
Pn1.15	738	508.899	13	0.803589
Pn1.16	477	252.288	1	0.124689
Pn1.17	204	39.3832	3	2.39626
Pn1.18	441	218.705	0	0
Pn1.19	3099	2869.68	993	10.8852
Pn1.20	1023	793.685	370	14.6648
Pn1.21	375	160.026	35	6.88017
Pn1.22	1014	784.685	515	20.6459
Pn1.23	366	152.619	0	0
Pn1.24	4242	4012.68	1038.23	8.13921
Pn1.25	1305	1075.68	0	0
Pn1.26	624	395.503	0	0
Pn1.27	456	232.607	0	0
Pn1.28	219	47.538	0	0
Pn1.29	1473	1243.68	25	0.632342
Pn1.30	243	61.681	1	0.510001
Pn1.31	1275	1045.68	286.477	8.61809
Pn1.32	3570	3340.68	563	5.30146
Pn1.33	570	342.169	0	0
Pn1.34	1461	1231.68	1050.58	26.832
Pn1.35	3357	3127.68	412.886	4.15269
Pn1.36	408	188.945	8	1.33192
Pn1.37	3663	3433.68	576.117	5.27804
Pn1.38	3300	3070.68	3058.09	31.3284
Pn1.39	210	42.644	0	0
Pn1.40	909	679.71	611	28.2775
Pn1.41	381	165.126	77	14.6689
Pn1.42	1176	946.685	739	24.5562
Pn1.43	573	345.118	3	0.273449
Pn1.44	1173	943.685	3487	116.238
Pn1.45	1002	772.685	0	0
Pn1.46	894	664.71	287.617	13.6115
Pn1.47	438	215.993	0	0
Pn1.48	270	78.9648	0	0
Pn1.49	1947	1717.68	290.281	5.31616
Pn1.50	618	389.532	0	0
Pn1.51	279	85.1573	10	3.69403
Pn1.52	2499	2269.68	2593.93	35.9514
Pn1.53	757	527.861	4	0.238376
Pn1.54	1083	853.685	1014.46	37.3818
Pn1.55	228	52.7042	0	0
Pn1.56	1017	787.685	597.538	23.8636
Pn1.57	516	289.428	32.8328	3.56853
Pn1.58	1938	1708.68	86.8472	1.59888
Pn1.59	543	315.693	0	0
Pn1.60	939	709.685	3.91303	0.173448
Pn1.61	360	147.589	0	0
Pn1.62	1395	1165.68	5303.99	143.135
Pn1.63	1185	955.685	195.364	6.43063
Pn1.64	2139	1909.68	443	7.29734
Pn1.65	1104	874.685	170.144	6.11909
Pn1.66	555	327.442	52.0303	4.99856
Pn1.67	1266	1036.68	73.8462	2.2408
Pn1.68	276	83.0577	0	0
Pn1.69	2910	2680.68	194.579	2.28335
Pn1.70	672	443.055	0	0
Pn1.71	393	175.655	0	0
Pn1.72	981	751.685	20745.9	868.198
Pn1.73	519	292.331	35.1442	3.78183
Pn1.74	1041	811.685	231.954	8.98955
Pn1.75	840	610.756	0	0
Pn1.76	768	538.841	151	8.81533
Pn1.77	498	272.214	5	0.577807
Pn1.78	1200	970.685	24.2145	0.78473
Pn1.79	420	199.594	27.2733	4.29845
Pn1.80	2490	2260.68	2660.44	37.0199
Pn1.81	300	100.377	0	0
Pn1.82	312	109.155	5	1.44095
Pn1.83	933	703.685	438.172	19.5879
Pn1.84	1395	1165.68	484.789	13.0826
Pn1.85	219	47.538	0	0
Pn1.86	747	517.88	106	6.43871
Pn1.87	2313	2083.68	327.08	4.93792
Pn1.88	2991	2761.68	299.321	3.40946
Pn1.89	801	571.821	7.8	0.429098
Pn1.90	579	351.028	199	17.8334
Pn1.91	708	478.936	34	2.23318
Pn1.92	579	351.028	39	3.49499
Pn1.93	1665	1435.68	261.459	5.72884
Pn1.94	237	58.1574	0	0
Pn1.95	570	342.169	25.7219	2.36475
Pn1.96	336	127.927	80	19.672
Pn1.97	864	634.734	16.079	0.796874
Pn1.98	237	58.1574	0	0
Pn1.99	2376	2146.68	353.117	5.17456
Pn1.100	1983	1753.68	359.039	6.44041
Pn1.101	972	742.685	73.948	3.13216
Pn1.102	822	592.779	239.526	12.7111
Pn1.103	1452	1222.68	46.5472	1.19757
Pn1.104	294	95.8742	7.78516	2.5544
Pn1.105	426	205.085	12.7586	1.957
Pn1.106	486	260.78	39.1227	4.7193
Pn1.107	1854	1624.68	484.103	9.37328
Pn1.108	615	386.647	0	0
Pn1.109	1626	1396.68	135.51	3.05208
Pn1.110	843	613.734	7635.83	391.38
Pn1.111	702	472.954	27.5	1.8291
Pn1.112	474	249.438	33.5116	4.22625
Pn1.113	3627	3397.68	775.442	7.17941
Pn1.114	612	383.704	6	0.491901
Pn1.115	300	100.377	25.2889	7.92537
Pn1.116	921	691.685	5.64009	0.256508
Pn1.117	960	730.685	189	8.13681
Pn1.118	1167	937.685	230.02	7.7167
Pn1.119	915	685.685	0	0
Pn1.120	2652	2422.68	871.073	11.3105
Pn1.121	759	529.861	28.5679	1.69605
Pn1.122	624	395.503	38.3647	3.05144
Pn1.123	1506	1276.68	61.6323	1.51861
Pn1.124	1497	1267.68	161.342	4.00367
Pn1.125	474	249.438	0	0
Pn1.126	603	374.746	59.1433	4.96468
Pn1.127	219	47.538	51.5897	34.1385
Pn1.128	1371	1141.68	46.8605	1.29117
Pn1.129	477	252.288	32.7496	4.08349
Pn1.130	750	520.88	6.85633	0.414073
Pn1.131	204	39.3832	0	0
Pn1.132	342	132.727	0	0
Pn1.133	504	277.947	16484	1865.62
Pn1.134	1278	1048.68	975.124	29.2508
Pn1.135	498	272.214	214	24.7301
Pn1.136	2889	2659.68	460.426	5.44569
Pn1.137	1929	1699.68	456.736	8.45317
Pn1.138	1437	1207.68	72.3867	1.88551
Pn1.139	660	431.168	9	0.656626
Pn1.140	2586	2356.68	509.625	6.80256
Pn1.141	1194	964.685	3093.27	100.868
Pn1.142	582	353.988	2.5	0.222164
Pn1.143	594	365.842	659.142	56.6772
Pn1.144	885	655.71	527.642	25.3134
Pn1.145	207	40.9502	0	0
Pn1.146	3408	3178.68	62.0067	0.61364
Pn1.147	498	272.214	669.528	77.3716
Pn1.148	1119	889.685	198.976	7.03536
Pn1.149	516	289.428	39.3994	4.28224
Pn1.150	1962	1732.68	125.153	2.27218
Pn1.151	1116	886.685	1.19663	0.0424536
Pn1.152	360	147.589	0	0
Pn1.153	1395	1165.68	5135.01	138.574
Pn1.154	1563	1333.68	19.6356	0.463141
Pn1.155	483	257.954	30	3.65848
Pn1.156	381	165.126	12.8819	2.45406
Pn1.157	2064	1834.68	244.856	4.19829
Pn1.158	555	327.442	48.9697	4.70452
Pn1.159	1266	1036.68	86.1538	2.61427
Pn1.160	705	475.936	0	0
Pn1.161	2886	2656.68	258.421	3.05992
Pn1.162	978	748.685	35339.8	1484.87
Pn1.163	519	292.331	179.856	19.354
Pn1.164	1056	826.685	443.046	16.859
Pn1.165	912	682.685	0	0
Pn1.166	522	295.167	1	0.106575
Pn1.167	270	78.9648	1	0.398372
Pn1.168	504	277.947	5	0.565889
Pn1.169	1176	946.685	25.7855	0.856825
Pn1.170	2490	2260.68	2480.68	34.5186
Pn1.171	300	100.377	0	0
Pn1.172	321	116.058	7	1.89733
Pn1.173	933	703.685	627.828	28.0663
Pn1.174	408	188.945	0	0
Pn1.175	1395	1165.68	482.211	13.013
Pn1.176	747	517.88	106	6.43871
Pn1.177	2313	2083.68	332.92	5.0261
Pn1.178	2991	2761.68	339.679	3.86916
Pn1.179	801	571.821	5.2	0.286066
Pn1.180	579	351.028	199	17.8334
Pn1.181	681	452.022	96	6.68088
Pn1.182	219	47.538	11	7.27904
Pn1.183	1665	1435.68	201.541	4.41598
Pn1.184	237	58.1574	1	0.540901
Pn1.185	570	342.169	519.278	47.74
Pn1.186	336	127.927	99	24.3441
Pn1.187	330	123.041	0	0
Pn1.188	2376	2146.68	257.883	3.779
Pn1.189	1983	1753.68	287.961	5.1654
Pn1.190	972	742.685	45.5064	1.92749
Pn1.191	822	592.779	357.474	18.9703
Pn1.192	1452	1222.68	55.8381	1.43661
Pn1.193	294	95.8742	11.1217	3.64914
Pn1.194	426	205.085	24.2414	3.71831
Pn1.195	486	260.78	39.1227	4.7193
Pn1.196	684	455.022	0	0
Pn1.197	807	577.779	11.7079	0.637439
Pn1.198	486	260.78	60.2536	7.26828
Pn1.199	1854	1624.68	461.897	8.94331
Pn1.200	624	395.503	0	0
Pn1.201	297	98.0854	1	0.320714
Pn1.202	882	652.71	3	0.144585
Pn1.203	1224	994.685	217.49	6.87822
Pn1.204	843	613.734	5763.82	295.429
Pn1.205	702	472.954	7.5	0.498845
Pn1.206	543	315.693	40.4884	4.03449
Pn1.207	3696	3466.68	653.831	5.93299
Pn1.208	750	520.88	3.42848	0.207055
Pn1.209	921	691.685	2.82005	0.128254
Pn1.210	318	113.775	0	0
Pn1.211	1167	937.685	262.88	8.81909
Pn1.212	474	249.438	0	0
Pn1.213	540	312.775	0	0
Pn1.214	2622	2392.68	1009.93	13.2778
Pn1.215	753	523.861	20.4321	1.22693
Pn1.216	522	295.167	50.6353	5.39645
