target_id	length	eff_length	est_counts	tpm
Pn1.1	426	223.898	0	0
Pn1.2	237	66.6422	7	4.87706
Pn1.3	540	333.11	1	0.139387
Pn1.4	264	86.0937	3	1.61793
Pn1.5	1026	817.029	203.61	11.571
Pn1.6	1884	1675.03	13	0.360355
Pn1.7	2301	2092.03	187	4.15034
Pn1.8	411	210.117	15	3.31467
Pn1.9	253	78.0512	11	6.5437
Pn1.10	231	62.4772	0	0
Pn1.11	2217	2008.03	637	14.7292
Pn1.12	1326	1117.03	220	9.14468
Pn1.13	1617	1408.03	341.97	11.2768
Pn1.14	981	772.029	226	13.5921
Pn1.15	738	529.13	8	0.702
Pn1.16	477	272.115	0	0
Pn1.17	204	44.5828	2	2.08292
Pn1.18	441	237.973	1	0.195112
Pn1.19	3099	2890.03	694	11.1498
Pn1.20	1023	814.029	300	17.1116
Pn1.21	375	177.275	25	6.54789
Pn1.22	1014	805.029	281	16.2071
Pn1.23	366	169.355	0	0
Pn1.24	4242	4033.03	787.317	9.06418
Pn1.25	1305	1096.03	1	0.0423631
Pn1.26	624	415.6	0	0
Pn1.27	456	252.085	1	0.184188
Pn1.28	219	54.2507	0	0
Pn1.29	1473	1264.03	56	2.05703
Pn1.30	243	70.8852	1	0.65502
Pn1.31	1275	1066.03	303	13.1973
Pn1.32	3570	3361.03	507	7.00399
Pn1.33	570	362.418	0	0
Pn1.34	1461	1252.03	654.562	24.2743
Pn1.35	3357	3148.03	328.232	4.8412
Pn1.36	408	207.37	6	1.34343
Pn1.37	3663	3454.03	537.612	7.22692
Pn1.38	3300	3091.03	1955.55	29.3749
Pn1.39	210	48.2693	0	0
Pn1.40	909	700.054	301	19.9639
Pn1.41	381	182.713	38	9.65658
Pn1.42	1176	967.029	442	21.2223
Pn1.43	573	365.382	0	0
Pn1.44	1173	964.029	1638	78.8922
Pn1.45	1002	793.029	0	0
Pn1.46	894	685.054	200.883	13.6153
Pn1.47	438	235.086	0	0
Pn1.48	270	90.4877	0	0
Pn1.49	1947	1738.03	197	5.26283
Pn1.50	618	409.656	0	0
Pn1.51	279	97.1981	8	3.82157
Pn1.52	2499	2290.03	1681.97	34.1027
Pn1.53	757	548.112	7	0.592978
Pn1.54	1083	874.029	717	38.0893
Pn1.55	228	60.4378	0	0
Pn1.56	1017	808.029	356	20.4566
Pn1.57	516	309.686	47.9545	7.18982
Pn1.58	1938	1729.03	41.7888	1.12219
Pn1.59	543	336.076	0	0
Pn1.60	939	730.054	4.12741	0.262502
Pn1.61	360	163.999	0	0
Pn1.62	1395	1186.03	3468.48	135.786
Pn1.63	1185	976.029	92.5071	4.40071
Pn1.64	2139	1930.03	202	4.85957
Pn1.65	1104	895.029	187.271	9.71504
Pn1.66	555	347.73	43.3333	5.78615
Pn1.67	1266	1057.03	37.8947	1.66457
Pn1.68	276	94.8491	0	0
Pn1.69	2910	2701.03	113.932	1.95851
Pn1.70	672	463.262	0	0
Pn1.71	393	193.539	0	0
Pn1.72	981	772.029	22664.5	1363.08
Pn1.73	519	312.633	5.14706	0.764424
Pn1.74	1041	832.029	287.987	16.0711
Pn1.75	840	631.054	0	0
Pn1.76	768	559.112	125	10.3806
Pn1.77	498	292.29	8	1.27083
Pn1.78	1200	991.029	26.4546	1.23944
Pn1.79	420	218.355	19.5781	4.16311
Pn1.80	2490	2281.03	1881.84	38.3055
Pn1.81	300	113.861	0	0
Pn1.82	312	123.429	10	3.76176
Pn1.83	933	724.054	303.008	19.4309
Pn1.84	1395	1186.03	290.182	11.3602
Pn1.85	219	54.2507	0	0
Pn1.86	747	538.112	86	7.42054
Pn1.87	2313	2104.03	288.956	6.37662
Pn1.88	2991	2782.03	184.019	3.07122
Pn1.89	801	592.054	6.5	0.509756
Pn1.90	579	371.257	144	18.0093
Pn1.91	708	499.182	7	0.651102
Pn1.92	579	371.257	26	3.25168
Pn1.93	1665	1456.03	150.137	4.78771
Pn1.94	237	66.6422	0	0
