target_id	length	eff_length	est_counts	tpm
Pn1.1	426	211.65	0	0
Pn1.2	237	57.1193	5	2.98747
Pn1.3	540	321.98	0	0
Pn1.4	264	74.4095	0	0
Pn1.5	1026	806.6	196.869	8.32981
Pn1.6	1884	1664.6	26	0.533065
Pn1.7	2301	2081.6	206	3.37743
Pn1.8	411	197.672	14	2.41713
Pn1.9	253	67.2238	19	9.646
Pn1.10	231	53.4574	0	0
Pn1.11	2217	1997.6	892	15.2396
Pn1.12	1326	1106.6	316	9.74571
Pn1.13	1617	1397.6	296	7.22813
Pn1.14	981	761.6	169	7.57315
Pn1.15	738	518.706	5	0.328977
Pn1.16	477	260.409	2	0.262114
Pn1.17	204	38.2932	1	0.891241
Pn1.18	441	225.904	0	0
Pn1.19	3099	2879.6	1057.99	12.5391
Pn1.20	1023	803.6	362	15.374
Pn1.21	375	164.805	28	5.79837
Pn1.22	1014	794.6	484	20.7881
Pn1.23	366	156.809	0	0
Pn1.24	4242	4022.6	1058.41	8.9797
Pn1.25	1305	1085.6	0	0
Pn1.26	624	405.106	0	0
Pn1.27	456	240.227	2	0.284135
Pn1.28	219	46.5561	0	0
Pn1.29	1473	1253.6	50	1.36122
Pn1.30	243	60.7048	2	1.12441
Pn1.31	1275	1055.6	509.213	16.4633
Pn1.32	3570	3350.6	740	7.53748
Pn1.33	570	351.515	0	0
Pn1.34	1461	1241.6	825.631	22.6945
Pn1.35	3357	3137.6	1086.6	11.8192
Pn1.36	408	194.864	23	4.02821
Pn1.37	3663	3443.6	1498.31	14.8493
Pn1.38	3300	3080.6	3166.08	35.0754
Pn1.39	210	41.5555	0	0
Pn1.40	909	689.6	529	26.1803
Pn1.41	381	170.247	72	14.4335
Pn1.42	1176	956.6	664	23.6894
Pn1.43	573	354.493	0	0
Pn1.44	1173	953.6	1689	60.4478
Pn1.45	1002	782.6	0	0
Pn1.46	894	674.621	283.035	14.3185
Pn1.47	438	223.03	0	0
Pn1.48	270	78.73	0	0
Pn1.49	1947	1727.6	287.329	5.67615
Pn1.50	618	399.168	0	0
Pn1.51	279	85.2484	8	3.20273
Pn1.52	2499	2279.6	1784	26.7087
Pn1.53	757	537.673	5	0.317372
Pn1.54	1083	863.6	1069	42.2457
Pn1.55	228	51.7023	0	0
Pn1.56	1017	797.6	502	21.4801
Pn1.57	516	298.372	39.3584	4.5019
Pn1.58	1938	1718.6	38.4609	0.763768
Pn1.59	543	324.91	0	0
Pn1.60	939	719.6	13.3484	0.633076
Pn1.61	360	151.491	0	0
Pn1.62	1395	1175.6	5040.37	146.325
Pn1.63	1185	965.6	133.918	4.73325
Pn1.64	2139	1919.6	390	6.93379
Pn1.65	1104	884.6	136.893	5.28142
Pn1.66	555	336.716	42.9655	4.35485
Pn1.67	1266	1046.6	81.1045	2.64473
Pn1.68	276	83.0145	0	0
Pn1.69	2910	2690.6	209.926	2.66277
