target_id	length	eff_length	est_counts	tpm
Pn1.1	426	196.459	0	0
Pn1.2	237	54.3606	9	5.09225
Pn1.3	540	302.979	6	0.609103
Pn1.4	264	70.2682	4	1.75087
Pn1.5	1026	786.571	293.746	11.4865
Pn1.6	1884	1644.57	35	0.654587
Pn1.7	2301	2061.57	771	11.5029
Pn1.8	411	183.315	4	0.671142
Pn1.9	253	63.6078	16	7.7368
Pn1.10	231	51.0275	0	0
Pn1.11	2217	1977.57	562	8.7409
Pn1.12	1326	1086.57	112	3.17038
Pn1.13	1617	1377.57	31	0.692149
Pn1.14	981	741.594	618	25.6315
Pn1.15	738	498.678	10	0.616782
Pn1.16	477	242.915	1	0.126619
Pn1.17	204	37.1036	3	2.48689
Pn1.18	441	209.867	0	0
Pn1.19	3099	2859.57	759	8.16381
Pn1.20	1023	783.571	635	24.9257
Pn1.21	375	152.583	20	4.03159
Pn1.22	1014	774.571	462	18.3456
Pn1.23	366	145.197	0	0
Pn1.24	4242	4002.57	1692.94	13.0094
Pn1.25	1305	1065.57	1	0.0288649
Pn1.26	624	385.261	0	0
Pn1.27	456	223.527	0	0
Pn1.28	219	44.6094	0	0
Pn1.29	1473	1233.57	547	13.6388
Pn1.30	243	57.8181	21	11.1714
Pn1.31	1275	1035.57	159	4.72247
Pn1.32	3570	3330.57	598	5.52248
Pn1.33	570	332.129	0	0
Pn1.34	1461	1221.57	255	6.42057
Pn1.35	3357	3117.57	307.845	3.03716
Pn1.36	408	180.65	0	0
Pn1.37	3663	3423.57	189.694	1.70423
Pn1.38	3300	3060.57	1480.71	14.8806
Pn1.39	210	39.9824	0	0
Pn1.40	909	669.594	352	16.169
Pn1.41	381	157.506	2	0.390558
Pn1.42	1176	936.571	24	0.788175
Pn1.43	573	335.033	0	0
Pn1.44	1173	933.571	880	28.9926
Pn1.45	1002	762.571	0	0
Pn1.46	894	654.594	221.788	10.4212
Pn1.47	438	207.154	0	0
Pn1.48	270	74.0096	0	0
Pn1.49	1947	1707.57	330	5.94411
Pn1.50	618	379.31	0	0
Pn1.51	279	80.0442	10	3.84257
Pn1.52	2499	2259.57	497	6.76523
Pn1.53	757	517.646	7	0.415927
Pn1.54	1083	843.571	511	18.6317
Pn1.55	228	49.4188	0	0
Pn1.56	1017	777.571	489	19.3429
Pn1.57	516	279.8	44.2919	4.86887
Pn1.58	1938	1698.57	33.3442	0.603795
Pn1.59	543	305.832	0	0
Pn1.60	939	699.594	2	0.0879297
Pn1.61	360	140.248	0	0
Pn1.62	1395	1155.57	2070.23	55.1028
Pn1.63	1185	945.571	22.2417	0.723478
Pn1.64	2139	1899.57	600	9.71511
Pn1.65	1104	864.571	207.742	7.39053
Pn1.66	555	317.533	42.9333	4.1587
Pn1.67	1266	1026.57	69.7471	2.08973
Pn1.68	276	78.0046	0	0
Pn1.69	2910	2670.57	374.666	4.31512
Pn1.70	672	432.915	0	0
Pn1.71	393	167.683	0	0
Pn1.72	981	741.594	1282.08	53.1742
Pn1.73	519	282.637	21.3971	2.3285
Pn1.74	1041	801.571	328.948	12.6223
Pn1.75	840	600.594	0	0
Pn1.76	768	528.646	229	13.3236
Pn1.77	498	262.709	185.107	21.672
Pn1.78	1200	960.571	15	0.480301
Pn1.79	420	191.243	11.3135	1.81955
Pn1.80	2490	2250.57	1968.18	26.8982
Pn1.81	300	94.4651	0	0
Pn1.82	312	103.112	7	2.08804
Pn1.83	933	693.594	534.101	23.6848
Pn1.84	1395	1155.57	666.437	17.7384
Pn1.85	219	44.6094	0	0
Pn1.86	747	507.662	65.5	3.96843
Pn1.87	2313	2073.57	361.152	5.35702
Pn1.88	2991	2751.57	583.463	6.52205
Pn1.89	801	561.594	5	0.273841
Pn1.90	579	340.925	1120	101.044
Pn1.91	708	468.786	7	0.459277
Pn1.92	579	340.925	2	0.180436
Pn1.93	1665	1425.57	171.769	3.70603
Pn1.94	237	54.3606	1	0.565806
Pn1.95	570	332.129	62.5081	5.78871
Pn1.96	336	121.15	51	12.9479
Pn1.97	864	624.594	22.1319	1.08987
Pn1.98	237	54.3606	0	0
Pn1.99	2376	2136.57	112.389	1.61792
Pn1.100	1983	1743.57	54.0638	0.953716
Pn1.101	972	732.594	19.0697	0.80063
Pn1.102	822	582.594	337.076	17.7956
Pn1.103	1452	1212.57	17.9622	0.455621
Pn1.104	294	90.2811	1.23248	0.419889
Pn1.105	426	196.459	1	0.15656
Pn1.106	486	251.258	104.125	12.7464
Pn1.107	1854	1614.57	600.853	11.4462
Pn1.108	615	376.346	6.01405	0.491509
Pn1.109	1626	1386.57	140.945	3.12651
Pn1.110	843	603.594	8941.97	455.659
Pn1.111	702	462.786	2	0.132923
Pn1.112	474	240.119	36.4338	4.66692
Pn1.113	3627	3387.57	1045.86	9.49588
Pn1.114	612	373.358	0	0
Pn1.115	300	94.4651	3.25293	1.05915
Pn1.116	921	681.594	131.376	5.92846
Pn1.117	960	720.594	342	14.5978
Pn1.118	1167	927.571	459.191	15.2264
Pn1.119	915	675.594	0	0
Pn1.120	2652	2412.57	1497.81	19.0954
Pn1.121	759	519.646	172.683	10.221
Pn1.122	624	385.261	62.5892	4.99685
Pn1.123	1506	1266.57	64.5212	1.56684
Pn1.124	1497	1257.57	89.1181	2.17964
Pn1.125	474	240.119	0	0
Pn1.126	603	364.476	66.3761	5.60138
Pn1.127	219	44.6094	50.5267	34.8374
Pn1.128	1371	1131.57	23.4483	0.637355
Pn1.129	477	242.915	31.8992	4.03904
Pn1.130	750	510.646	2	0.120465
Pn1.131	204	37.1036	0	0
Pn1.132	342	125.785	0	0
Pn1.133	504	268.401	1788.43	204.947
Pn1.134	1278	1038.57	465.166	13.776
Pn1.135	498	262.709	96	11.2395
Pn1.136	2889	2649.57	216.854	2.51735
Pn1.137	1929	1689.57	702.379	12.7864
Pn1.138	1437	1197.57	219.625	5.64069
Pn1.139	660	420.97	0	0
Pn1.140	2586	2346.57	656.407	8.60382
Pn1.141	1194	954.571	461.444	14.8683
Pn1.142	582	343.848	5.5	0.49198
Pn1.143	594	355.614	241.546	20.8917
Pn1.144	885	645.594	54.8282	2.61214
Pn1.145	207	38.4537	0	0
Pn1.146	3408	3168.57	63.7596	0.61892
Pn1.147	498	262.709	768.724	90.0011
Pn1.148	1119	879.571	379.965	13.2869
Pn1.149	516	279.8	22.1459	2.43443
Pn1.150	1962	1722.57	56.6558	1.01162
Pn1.151	1116	876.571	0	0
Pn1.152	360	140.248	1	0.219308
Pn1.153	1395	1155.57	2292.77	61.0261
Pn1.154	1563	1323.57	13.7583	0.31972
Pn1.155	483	248.501	46	5.69354
Pn1.156	381	157.506	16.3079	3.18459
Pn1.157	2064	1824.57	268.258	4.52214
Pn1.158	555	317.533	49.0667	4.7528
Pn1.159	1266	1026.57	94.2529	2.82395
Pn1.160	705	465.786	0	0
Pn1.161	2886	2646.57	374.334	4.35038
Pn1.162	978	738.594	2291.92	95.4432
Pn1.163	519	282.637	269.603	29.3391
Pn1.164	1056	816.571	468.052	17.63
Pn1.165	912	672.594	2	0.0914595
Pn1.166	522	285.546	0	0
Pn1.167	270	74.0096	0	0
Pn1.168	504	268.401	113.893	13.0517
Pn1.169	1176	936.571	3	0.0985219
Pn1.170	2490	2250.57	1957.82	26.7567
Pn1.171	300	94.4651	0	0
Pn1.172	321	109.696	5	1.40194
Pn1.173	933	693.594	836.899	37.1124
Pn1.174	408	180.65	0	0
Pn1.175	1395	1155.57	671.563	17.8748
Pn1.176	747	507.662	65.5	3.96843
Pn1.177	2313	2073.57	363.848	5.397
Pn1.178	2991	2751.57	764.537	8.54614
Pn1.179	801	561.594	5	0.273841
Pn1.180	579	340.925	1120	101.044
Pn1.181	681	441.887	10	0.69605
Pn1.182	219	44.6094	2	1.37897
Pn1.183	1665	1425.57	147.231	3.17659
Pn1.184	237	54.3606	0	0
Pn1.185	570	332.129	326.492	30.2355
Pn1.186	336	121.15	72	18.2794
Pn1.187	330	116.555	0	0
Pn1.188	2376	2136.57	125.611	1.80827
Pn1.189	1983	1743.57	99.9362	1.76293
Pn1.190	972	732.594	66.7439	2.8022
Pn1.191	822	582.594	415.924	21.9583
Pn1.192	1452	1212.57	13.7719	0.349331
Pn1.193	294	90.2811	3.69743	1.25967
Pn1.194	426	196.459	5	0.782799
Pn1.195	486	251.258	104.125	12.7464
Pn1.196	684	444.873	0	0
Pn1.197	807	567.594	2.33608	0.126591
Pn1.198	486	251.258	109.507	13.4052
Pn1.199	1854	1614.57	560.936	10.6858
Pn1.200	624	385.261	5.98595	0.477892
Pn1.201	297	92.3492	8	2.66446
Pn1.202	882	642.594	8.11045	0.388204
Pn1.203	1224	984.571	206.944	6.46485
Pn1.204	843	603.594	7218.03	367.812
Pn1.205	702	462.786	0	0
Pn1.206	543	305.832	60.5662	6.09115
Pn1.207	3696	3456.57	733.144	6.52373
Pn1.208	750	510.646	0	0
Pn1.209	921	681.594	99.9197	4.50897
Pn1.210	318	107.313	0	0
Pn1.211	1167	927.571	353.224	11.7126
Pn1.212	474	240.119	0	0
Pn1.213	540	302.979	0	0
Pn1.214	2622	2382.57	1402.19	18.1014
Pn1.215	753	513.646	179.317	10.7377
Pn1.216	522	285.546	107.411	11.5697
Pn1.217	240	56.1556	1	0.54772
Pn1.218	1872	1632.57	28.4788	0.536539
Pn1.219	1497	1257.57	101.41	2.48028
Pn1.220	1260	1020.57	4	0.12055
Pn1.221	492	257.028	1	0.119666
Pn1.222	375	152.583	4.01791	0.809927
Pn1.223	1029	789.571	238.473	9.28968
Pn1.224	1371	1131.57	10.5517	0.28681
Pn1.225	687	447.859	27.1008	1.8612
Pn1.226	747	507.662	1	0.0605867
Pn1.227	342	125.785	0	0
Pn1.228	504	268.401	1214.62	139.19
Pn1.229	1278	1038.57	310.815	9.20488
Pn1.230	549	311.654	1	0.0986914
Pn1.231	2235	1995.57	335.808	5.17577
Pn1.232	822	582.594	88.9138	4.69413
Pn1.233	2931	2691.57	793.621	9.06899
Pn1.234	1437	1197.57	266.258	6.83837
Pn1.235	945	705.594	0	0
Pn1.236	2586	2346.57	840.593	11.018
Pn1.237	1194	954.571	407.156	13.1191
Pn1.238	582	343.848	5.5	0.49198
Pn1.239	594	355.614	234.226	20.2586
Pn1.240	1023	783.571	21.1718	0.831056
Pn1.241	3402	3162.57	66.2404	0.64422
Pn1.242	498	262.709	826.276	96.7391
Pn1.243	1119	879.571	439.035	15.3525
Pn1.244	1146	906.571	193.097	6.55126
Pn1.245	1146	906.571	418.903	14.2123
Pn1.246	1218	978.571	336	10.5609
Pn1.247	258	66.5968	101	46.6466
Pn1.248	333	118.794	240	62.1395
Pn1.249	2286	2046.57	16	0.240461
Pn1.250	309	100.891	0	0
Pn1.251	426	196.459	0	0
Pn1.252	360	140.248	67	14.6936
Pn1.253	2880	2640.57	856	9.97075
Pn1.254	318	107.313	1	0.286616
Pn1.255	321	109.696	343.676	96.363
Pn1.256	876	636.594	420.354	20.3098
Pn1.257	2247	2007.57	1230	18.8446
Pn1.258	1647	1407.57	1050.39	22.9526
Pn1.259	990	750.571	495	20.2846
Pn1.260	234	52.6431	311	181.707
Pn1.261	1218	978.571	893	28.068
Pn1.262	963	723.594	674	28.6495
Pn1.263	513	276.988	99	10.9932
Pn1.264	1242	1002.57	1122	34.4215
Pn1.265	954	714.594	10.92	0.470018
Pn1.266	249	61.3581	0	0
Pn1.267	699	459.801	0.357153	0.0238911
Pn1.268	573	335.033	0	0
Pn1.269	699	459.801	0.357153	0.0238911
Pn1.270	954	714.594	28.08	1.20862
Pn1.271	870	630.594	0	0
Pn1.272	789	549.594	137.61	7.7012
Pn1.273	705	465.786	0	0
Pn1.274	795	555.594	0	0
Pn1.275	606	367.441	0	0
Pn1.276	561	323.317	0	0
Pn1.277	234	52.6431	0	0
Pn1.278	831	591.594	0	0
Pn1.279	630	391.125	0	0
Pn1.280	345	128.128	0	0
Pn1.281	1218	978.571	0	0
Pn1.282	783	543.594	4.08693	0.231246
Pn1.283	432	201.788	3	0.457276
Pn1.284	546	308.753	371.495	37.0078
Pn1.285	306	98.7384	0	0
Pn1.286	342	125.785	0	0
Pn1.287	315	105.168	0	0
Pn1.288	870	630.594	4.06803	0.19842
Pn1.289	699	459.801	0.357153	0.0238911
Pn1.290	693	453.816	0	0
Pn1.291	666	426.97	12.9285	0.931331
Pn1.292	723	483.725	0	0
Pn1.293	855	615.594	55.3224	2.76413
Pn1.294	306	98.7384	0	0
Pn1.295	264	70.2682	2	0.875433
Pn1.296	750	510.646	0	0
Pn1.297	345	128.128	0	0
Pn1.298	1467	1227.57	5	0.125278
Pn1.299	783	543.594	0	0
Pn1.300	432	201.788	2	0.30485
Pn1.301	1788	1548.57	1870.06	37.143
Pn1.302	1185	945.571	3	0.0975841
Pn1.303	936	696.594	82	3.62064
Pn1.304	219	44.6094	1	0.689486
Pn1.305	1194	954.571	393	12.663
Pn1.306	522	285.546	497	53.5343
Pn1.307	1704	1464.57	14	0.294015
Pn1.308	1257	1017.57	282	8.52386
Pn1.309	1128	888.571	199	6.88832
Pn1.310	366	145.197	0	0
Pn1.311	375	152.583	0	0
Pn1.312	2514	2274.57	16	0.216358
Pn1.313	804	564.594	27	1.47089
Pn1.314	963	723.594	5	0.212533
Pn1.315	969	729.594	0	0
Pn1.316	1104	864.571	196.776	7.0004
Pn1.317	1609	1369.57	51	1.14535
Pn1.318	1944	1704.57	3	0.0541325
Pn1.319	693	453.816	1214.3	82.3
Pn1.320	1497	1257.57	207	5.06279
