Pn1	790504	793564	13.21
Pn1	8747324	8747623	2.29
Pn1	8808120	8810629	2.57
Pn1	8839852	8842397	2.66
Pn1	8844012	8846776	3.88
Pn1	8966659	8969450	6.52
Pn1	801533	803263	6.05
Pn1	804939	807116	4.70
Pn1	9125623	9133141	14.53
Pn1	9146928	9148565	14.64
Pn1	9153631	9170492	14.71
Pn1	9176421	9188105	7.25
Pn1	9245923	9247041	41.58
Pn1	9283347	9285170	2.88
Pn1	9323911	9324753	6.28
Pn1	9370090	9371356	9.94
Pn1	9372569	9372847	4.67
Pn1	816712	818379	5.38
Pn1	9461419	9462198	2.05
Pn1	9475254	9476156	9.11
Pn1	9489702	9490208	2.71
Pn1	19587018	19588103	2.44
Pn1	823524	827758	6.59
Pn1	17723437	17724847	4.13
Pn1	17720520	17723288	24.19
Pn1	861479	863114	2.21
Pn1	16690930	16691298	2.06
Pn1	866196	867205	10.11
Pn1	15762026	15767992	4.76
Pn1	14950270	14951568	5.73
Pn1	871637	878212	7.04
Pn1	14824074	14825214	15.23
Pn1	14814008	14819649	4.18
Pn1	14781364	14782088	2.10
Pn1	14770333	14770852	3.04
Pn1	879333	881299	3.67
Pn1	14593257	14593589	7.75
Pn1	14592601	14593241	12.31
Pn1	14556052	14557174	2.21
Pn1	14539834	14542134	4.08
Pn1	881316	882102	9.33
Pn1	14475793	14480035	14.44
Pn1	14363579	14364041	3.84
Pn1	883804	885063	2.11
Pn1	14283734	14284750	2.27
Pn1	898436	900814	3.69
Pn1	14030114	14031344	15.68
Pn1	13832510	13835427	25.04
Pn1	901061	903483	3.65
Pn1	13677921	13682985	18.81
Pn1	13668508	13673086	8.45
Pn1	13598476	13601477	7.25
Pn1	13552438	13555330	3.41
Pn1	13515257	13516063	10.63
Pn1	13511327	13511647	11.94
Pn1	134464	137939	9.58
Pn1	934892	945433	12.72
Pn1	13477207	13477734	3.69
Pn1	13400187	13403747	7.64
Pn1	13314016	13316002	3.15
Pn1	947773	949587	6.76
Pn1	13117601	13118183	5.62
Pn1	953604	958059	2.63
Pn1	13058365	13059194	13.60
Pn1	958084	961054	4.19
Pn1	12839602	12841873	6.89
Pn1	12790007	12795817	2.78
Pn1	967529	970867	3.59
Pn1	12764456	12765064	4.40
Pn1	12716802	12719182	13.29
Pn1	12670547	12672159	2.99
Pn1	12593183	12595595	3.37
Pn1	12509390	12515052	2.29
Pn1	980563	982925	2.86
Pn1	12421137	12422699	13.47
Pn1	12406391	12409196	5.07
Pn1	12279862	12284479	6.09
Pn1	992425	994104	10.08
Pn1	9805884	9807242	9.09
Pn1	12147044	12148402	9.86
Pn1	12136540	12137898	36.43
Pn1	9926497	9927476	6.37
Pn1	9945400	9961942	5.57
Pn1	11989103	11989834	14.65
Pn1	11919265	11921139	20.10
Pn1	154282	156549	6.83
Pn1	11761035	11766464	23.91
Pn1	11649835	11650697	3.17
Pn1	11640755	11641030	4.07
Pn1	11613815	11622266	11.03
Pn1	11583948	11585390	9.08
Pn1	11546408	11547850	15.27
Pn1	11515252	11520879	2.40
Pn1	11499058	11500500	11.31
Pn1	11473967	11479534	3.38
Pn1	1024125	1025402	6.79
Pn1	11457933	11462288	7.84
Pn1	11418580	11429787	7.50
Pn1	11388613	11389248	2.52
Pn1	11363950	11364689	2.56
Pn1	11341247	11352142	7.69
Pn1	1031423	1037711	7.90
Pn1	11226658	11226903	7.17
Pn1	11195500	11195925	3.62
Pn1	11139212	11139850	3.19
Pn1	11123272	11126303	3.60
Pn1	1069992	1072116	3.09
Pn1	11087214	11089205	3.18
Pn1	11015437	11023326	9.11
Pn1	10964181	10964957	4.58
Pn1	10943518	10944222	17.96
Pn1	10919453	10920355	5.45
Pn1	10907543	10910235	2.42
Pn1	10906316	10907095	3.17
Pn1	10892732	10895631	3.58
Pn1	10859101	10859605	2.86
Pn1	10837654	10840788	3.09
Pn1	10812541	10813807	8.12
Pn1	10808043	10810944	8.15
Pn1	10766958	10767800	2.12
Pn1	10736668	10740204	2.97
Pn1	10686452	10687570	10.39
Pn1	10621774	10633613	10.09
Pn1	10599001	10618496	17.80
Pn1	10592306	10593946	12.40
Pn1	10564868	10572389	12.53
Pn1	1094310	1098594	14.28
Pn1	11814540	11824253	4.00
Pn1	10316752	10318906	6.63
Pn1	10114532	10117428	21.24
Pn1	1109567	1111970	7.61
Pn1	10109799	10112847	4.14
Pn1	10069069	10069479	2.01
Pn1	12046460	12048459	2.34
Pn1	1112988	1115041	7.21
Pn1	9910626	9911037	5.03
Pn1	9866325	9867683	19.97
Pn1	9835986	9837332	9.39
Pn1	12171363	12172721	9.20
Pn1	9794164	9795510	12.88
Pn1	9771383	9771922	12.64
Pn1	1157258	1162468	3.95
Pn1	12253207	12253926	3.34
Pn1	12265605	12268130	3.15
Pn19	24654544	24656533	19.31
Pn1	23546964	23555473	3.39
Pn1	23574506	23578905	2.73
Pn1	23884363	23884803	2.52
Pn1	24080190	24086276	2.43
Pn1	24165428	24165640	3.30
Pn1	24335424	24337072	3.15
Pn1	24338390	24339229	2.85
Pn1	1213615	1218688	2.79
Pn1	24720636	24722698	17.68
Pn1	25235763	25236872	4.47
Pn1	25845544	25845786	4.18
Pn1	25895613	25897102	35.41
Pn1	25948588	25949838	6.71
Pn1	25992476	25993044	2.06
Pn1	26044237	26045056	4.29
Pn1	26110480	26114360	2.72
Pn1	26215907	26216191	3.40
Pn1	26321350	26325854	21.65
Pn1	26424950	26427702	2.56
Pn1	26578229	26579080	9.96
Pn1	26617748	26618809	3.46
Pn1	26618823	26619753	2.29
Pn1	26648595	26658370	11.05
Pn1	26689997	26692663	11.27
Pn1	26718349	26720286	2.66
Pn1	26725241	26731451	20.73
Pn1	26750161	26751679	2.13
Pn1	26793213	26799318	11.78
Pn1	26846223	26847263	3.07
Pn1	26943622	26944695	3.25
Pn1	27243164	27244263	4.53
Pn1	27473326	27474318	5.58
Pn1	27478853	27480205	16.74
Pn1	1265397	1267614	13.37
Pn1	27488698	27491847	9.34
Pn1	27636320	27638007	6.62
Pn1	27640197	27641123	20.11
Pn1	27745325	27749341	6.29
Pn1	27764087	27765415	9.40
Pn1	1269790	1271162	4.09
Pn1	27827841	27831170	2.24
Pn1	27875008	27879174	12.21
Pn1	27920368	27920655	2.03
Pn1	27983626	27986650	3.95
Pn1	27988644	27990578	3.14
Pn1	28036978	28039575	8.31
Pn1	28245514	28249922	15.89
Pn1	28253169	28253540	2.38
Pn1	28260644	28261367	6.54
Pn1	28261614	28263738	8.60
Pn1	28275562	28276552	5.14
Pn1	28361059	28363629	10.58
Pn1	28550185	28551211	5.59
Pn1	28594758	28595186	3.07
Pn1	28607698	28608084	3.16
Pn1	28682001	28683251	5.70
Pn1	28781079	28782015	2.31
Pn1	28806209	28812459	5.29
Pn1	28815727	28817849	4.39
Pn1	28830713	28835884	3.39
Pn1	28871910	28877088	5.80
Pn1	29019644	29020337	2.19
Pn1	29022858	29024975	12.53
Pn1	29103399	29108550	7.56
Pn1	1346298	1346618	3.87
Pn1	29120126	29122162	7.28
Pn1	29173110	29174887	5.91
Pn1	29181015	29182397	4.58
Pn1	29186858	29187280	3.28
Pn1	1349938	1354131	8.47
Pn1	29196259	29199549	12.99
Pn1	29208524	29210829	23.38
Pn1	29290446	29291606	8.44
Pn1	29338737	29340500	3.68
Pn1	29456214	29456450	2.23
Pn1	1372710	1376919	10.97
Pn1	29493864	29494391	7.07
Pn1	29656475	29656999	3.88
Pn1	29789624	29790823	7.44
Pn1	29867248	29868676	22.17
Pn1	29869330	29870893	21.42
Pn1	1402090	1405080	7.92
Pn1	29928240	29930416	28.31
Pn1	30022458	30024327	37.32
Pn1	30050901	30052565	3.73
Pn1	30128412	30129860	2.45
Pn1	30136634	30137607	9.58
Pn1	30147541	30147801	3.81
Pn1	30231277	30235044	20.16
