Pn1	42483822	42484022	-4.08
Pn1	43709606	43709809	1.96
Pn1	6738232	6738438	-2.29
Pn1	41924537	41924743	-2.15
Pn1	36767659	36767868	2.78
Pn1	42840601	42840810	1.03
Pn1	42938494	42938703	1.02
Pn1	24165428	24165640	2.8
Pn1	34064039	34064257	-1.98
Pn1	46624068	46624286	-2.55
Pn1	42761543	42761764	3.91
Pn1	38747213	38747437	-1.87
Pn1	5378976	5379206	-4.38
Pn1	759398	759634	-3.32
Pn1	29456214	29456450	-0.74
Pn1	40701992	40702228	3.27
Pn1	25845544	25845786	-1.46
Pn1	11226658	11226903	2.32
Pn1	42508133	42508378	-3.08
Pn1	2665344	2665592	-1.4
Pn1	43187213	43187461	2.09
Pn1	6248661	6248915	-1.63
Pn1	7366361	7366615	-1.63
Pn1	39850297	39850551	3.88
Pn1	40245403	40245660	-4.98
Pn1	30147541	30147801	-1.28
Pn1	30518253	30518513	-2.73
Pn1	42338024	42338284	-1.55
Pn1	44714508	44714774	-2.08
Pn1	36824232	36824501	3.85
Pn1	46084962	46085231	0.48
Pn1	43286512	43286784	-2.46
Pn1	11640755	11641030	-2.51
Pn1	36769869	36770144	3.11
Pn1	7132127	7132405	5.02
Pn1	9372569	9372847	1.17
Pn1	38817355	38817633	2.65
Pn1	30941693	30941974	3.39
Pn1	26215907	26216191	-4.26
Pn1	8427827	8428114	-4.18
Pn1	27920368	27920655	-1.83
Pn1	39286077	39286366	-1.37
Pn1	42849925	42850215	-5.91
Pn1	8747324	8747623	4.13
Pn1	7417811	7418116	3
Pn1	34027726	34028034	0.62
Pn1	35451664	35451972	1.19
Pn1	41057965	41058273	2.45
Pn1	659375	659686	-2.26
Pn1	35754073	35754384	-1.32
Pn1	42184609	42184920	1.34
Pn1	33904296	33904610	-3.89
Pn1	31514320	31514637	-2.19
Pn1	1346298	1346618	-2.94
Pn1	1921725	1922045	1.17
Pn1	13511327	13511647	1.19
Pn1	36007464	36007785	0.78
Pn1	42538719	42539042	-0.78
Pn1	1872247	1872577	1.05
Pn1	1872647	1872979	0.8
Pn1	14593257	14593589	-2.62
Pn1	37296886	37297224	-1.16
Pn1	2137190	2137531	-5.17
Pn1	34874694	34875035	7.06
Pn1	31472140	31472484	-4.19
Pn1	46410733	46411077	1.94
Pn1	31428229	31428576	-2.67
Pn1	35641977	35642324	2.51
Pn1	37625954	37626301	1.48
Pn1	40252977	40253324	-3.45
Pn1	5470406	5470756	11.8
Pn1	46304571	46304922	1.31
Pn1	252837	253189	-8.47
Pn1	41628339	41628692	-4.29
Pn1	1892404	1892763	1.65
Pn1	7758075	7758437	-8
Pn1	16690930	16691298	-1.37
Pn1	28253169	28253540	-2.11
Pn1	6073210	6073586	4.18
Pn1	36746660	36747037	0.67
Pn1	360701	361081	-4.5
Pn1	2927413	2927793	1.33
Pn1	34148301	34148681	2.63
Pn1	35896163	35896546	1.02
Pn1	40324321	40324704	-4.6
Pn1	28607698	28608084	-4.7
Pn1	31538562	31538951	-3.45
Pn1	42015104	42015493	3.01
Pn1	38346399	38346797	-2.7
Pn1	42391219	42391617	3.59
Pn1	45720388	45720786	1.87
Pn1	44246205	44246606	-2.57
Pn1	35414162	35414569	-3.71
Pn1	37805702	37806109	3.15
Pn1	39555686	39556093	8.09
Pn1	45625693	45626100	0.95
Pn1	10069069	10069479	-0.45
Pn1	9910626	9911037	-3.91
Pn1	45557280	45557693	3.11
Pn1	34225601	34226015	0.98
Pn1	36044521	36044937	1.07
Pn1	29186858	29187280	-4.8
Pn1	47504209	47504631	-1.14
Pn1	47691816	47692238	1.86
Pn1	11195500	11195925	0.79
Pn1	34466997	34467422	1.31
Pn1	7735754	7736181	-2.05
Pn1	6541727	6542155	-2.08
Pn1	28594758	28595186	0.56
Pn1	45888133	45888561	-3.96
Pn1	41029852	41030282	4.22
Pn1	41181303	41181735	-2.58
Pn1	43052038	43052475	-0.74
Pn1	23884363	23884803	-1.59
Pn1	35753244	35753684	-1.25
Pn1	47960941	47961383	-4.68
Pn1	40838250	40838693	1.28
Pn1	41969001	41969444	1.28
Pn1	5962003	5962449	0.8
Pn1	37129376	37129822	1.77
Pn1	7105119	7105568	0.93
Pn1	33318261	33318713	-2.54
Pn1	7343841	7344299	0.74
Pn1	39242245	39242704	-1.07
Pn1	14363579	14364041	1.09
Pn1	48447135	48447599	1.51
Pn1	36594098	36594565	1.56
Pn1	7988133	7988603	-2.87
Pn1	35553904	35554376	-3.57
Pn1	37237566	37238039	-0.97
Pn1	43872627	43873100	-0.97
Pn1	41147525	41147999	-2.35
Pn1	34283273	34283756	-3.44
Pn1	34787421	34787906	0.88
Pn1	33449616	33450105	0.91
Pn1	34902949	34903442	0.59
Pn1	35019134	35019627	0.68
Pn1	7628678	7629172	2.41
Pn1	41762029	41762523	-4.7
Pn1	31542230	31542725	-3.33
Pn1	607239	607736	1.95
Pn1	46287038	46287535	-3.62
Pn1	40632508	40633008	2.35
Pn1	10859101	10859605	-3.95
Pn1	9489702	9490208	-3.31
Pn1	41096138	41096644	1.79
Pn1	31344371	31344880	-2.55
Pn1	39541796	39542305	-1.82
Pn1	640894	641405	-2.48
Pn1	474900	475415	1.04
Pn1	34282607	34283122	-5.19
Pn1	34486240	34486758	1.27
Pn1	14770333	14770852	-4.73
Pn1	29656475	29656999	4.15
Pn1	31925274	31925798	-2.04
Pn1	35415334	35415858	-1.92
Pn1	13477207	13477734	2.3
Pn1	29493864	29494391	-1.46
Pn1	41073378	41073907	-1.38
Pn1	36030736	36031267	0.98
Pn1	40244214	40244748	-6.15
Pn1	35651249	35651786	3.04
Pn1	9771383	9771922	9.81
Pn1	32261217	32261756	-2.57
Pn1	37330178	37330717	3.92
Pn1	42452318	42452857	0.89
Pn1	1583027	1583569	1.14
Pn1	38187652	38188198	2.74
Pn1	37682198	37682747	2.16
Pn1	46289704	46290255	1.37
Pn1	47652201	47652755	1.82
Pn1	42592068	42592625	-2.11
Pn1	40065031	40065591	3.19
Pn1	41351882	41352448	3.18
Pn1	25992476	25993044	-4.11
Pn1	7550670	7551239	-0.7
Pn1	47357309	47357878	1.78
Pn1	47440798	47441367	-3.15
Pn1	33665556	33666126	-3.71
Pn1	39312297	39312870	-1.05
Pn1	6050751	6051329	2.24
Pn1	13117601	13118183	-2.7
Pn1	41361244	41361827	-2.09
Pn1	33572283	33572871	1.17
Pn1	22245868	22246458	2.56
Pn1	48120597	48121192	-4.53
Pn1	40493426	40494031	-6.75
Pn1	12764456	12765064	2.64
Pn1	44310997	44311605	3.62
Pn1	44323443	44324051	2.93
Pn1	34368916	34369527	1.3
Pn1	6599251	6599864	-1.86
Pn1	38175378	38175998	-1.96
Pn1	5552041	5552664	-1.91
Pn1	46932821	46933444	2.39
Pn1	46849549	46850175	2.22
Pn1	35075216	35075845	-4.01
Pn1	46653586	46654215	-3.48
Pn1	11388613	11389248	-0.86
Pn1	11139212	11139850	-0.63
Pn1	14592601	14593241	-3.2
Pn1	45574963	45575611	-1.68
Pn1	42218639	42219289	-2.39
Pn1	46687906	46688558	1.05
Pn1	48438733	48439388	2.97
Pn1	47239534	47240190	-5.3
Pn1	33889247	33889908	-4.08
Pn1	34972062	34972731	-1.23
Pn1	4265569	4266241	-1.43
Pn1	32647693	32648375	-3.75
Pn1	44154116	44154799	2.98
Pn1	7763247	7763933	1.63
Pn1	35441697	35442383	6.36
Pn1	46926670	46927356	2.09
Pn1	29019644	29020337	-2.45
Pn1	47777475	47778173	1.48
Pn1	4239541	4240243	-2.9
Pn1	10943518	10944222	2.91
Pn1	42410699	42411404	2.18
Pn1	48000707	48001414	3.29
Pn1	12253207	12253926	0.89
Pn1	40449538	40450260	1.91
Pn1	28260644	28261367	-2.91
Pn1	14781364	14782088	-1.9
Pn1	3211266	3211991	2.93
Pn1	6904272	6905000	1.15
Pn1	11989103	11989834	-2.16
Pn1	11363950	11364689	1.07
Pn1	40340706	40341452	3.8
Pn1	38640603	38641353	-0.63
Pn1	44158039	44158790	3.98
Pn1	47327968	47328725	-3.78
Pn1	36054105	36054866	0.54
Pn1	41493085	41493846	0.8
Pn1	32834689	32835462	2.43
Pn1	10964181	10964957	1.17
Pn1	9461419	9462198	0.46
Pn1	10906316	10907095	0.53
Pn1	881316	882102	-3.56
Pn1	42556420	42557211	4.43
Pn1	6574347	6575148	-6.22
Pn1	46859760	46860561	-0.96
Pn1	44151222	44152027	1.73
Pn1	13515257	13516063	1.24
Pn1	42494513	42495320	3.86
Pn1	35920617	35921432	1.72
Pn1	42155782	42156600	1.75
Pn1	44858658	44859476	0.64
Pn1	45258219	45259037	0.99
